Driver,Team,LapNumber,Position,Compound,TyreLife,Stint,TrackStatus,LapTimeSeconds,PitLap,PitNextLap,LapsRemaining,RaceProgress,AvgPaceLast3,AvgPaceLast5,AvgPaceLast10,DegradationRate,CurrentStintLength,PitStopsCompleted,Season,Race
BOR,Kick Sauber,6.0,20.0,HARD,5.0,2.0,1,75.757,0,0,72.0,0.07692307692307693,76.0755,76.0755,76.0755,-0.3185000000000002,2.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,7.0,20.0,HARD,6.0,2.0,1,75.721,0,0,71.0,0.08974358974358974,75.95733333333334,75.95733333333334,75.95733333333334,-0.2363333333333344,3.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,8.0,20.0,HARD,7.0,2.0,12,78.331,0,0,70.0,0.10256410256410256,76.60300000000001,76.55075000000001,76.55075000000001,1.7802499999999952,4.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,9.0,19.0,HARD,8.0,2.0,2,78.411,0,0,69.0,0.11538461538461539,77.48766666666667,76.92280000000001,76.92280000000001,1.488199999999992,5.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,10.0,19.0,HARD,9.0,2.0,2,76.782,0,0,68.0,0.1282051282051282,77.84133333333334,77.0004,76.89933333333333,-0.2184000000000026,6.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,11.0,19.0,HARD,10.0,2.0,21,76.256,0,0,67.0,0.14102564102564102,77.14966666666666,77.1002,76.80742857142857,-0.8442000000000007,7.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,12.0,18.0,HARD,11.0,2.0,1,77.804,0,0,66.0,0.15384615384615385,76.94733333333333,77.5168,76.932,0.28719999999999857,8.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,13.0,17.0,HARD,12.0,2.0,1,79.088,0,0,65.0,0.16666666666666666,77.716,77.6682,77.17155555555556,1.419799999999995,9.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,14.0,17.0,HARD,13.0,2.0,1,78.481,0,0,64.0,0.1794871794871795,78.45766666666667,77.6822,77.3025,0.7988,10.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,15.0,17.0,HARD,14.0,2.0,1,78.647,0,0,63.0,0.19230769230769232,78.73866666666667,78.0552,77.5278,0.5918000000000063,11.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,16.0,17.0,HARD,15.0,2.0,1,80.378,0,0,62.0,0.20512820512820512,79.16866666666667,78.8796,77.98989999999999,1.4984000000000037,12.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,17.0,15.0,HARD,16.0,2.0,1,80.937,0,0,61.0,0.21794871794871795,79.98733333333332,79.5062,78.51149999999998,1.4307999999999907,13.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,18.0,15.0,HARD,17.0,2.0,1,79.222,0,0,60.0,0.23076923076923078,80.179,79.53299999999999,78.60060000000001,-0.31099999999999284,14.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,19.0,15.0,HARD,18.0,2.0,1,79.729,0,0,59.0,0.24358974358974358,79.96266666666666,79.78259999999999,78.7324,-0.05359999999998877,15.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,20.0,15.0,HARD,19.0,2.0,1,79.335,0,0,58.0,0.2564102564102564,79.42866666666666,79.9202,78.98769999999999,-0.5852000000000004,16.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,21.0,15.0,HARD,20.0,2.0,1,77.718,0,0,57.0,0.2692307692307692,78.92733333333332,79.3882,79.1339,-1.6701999999999941,17.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,22.0,15.0,HARD,21.0,2.0,1,77.664,0,0,56.0,0.28205128205128205,78.239,78.7336,79.1199,-1.069599999999994,18.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,23.0,15.0,HARD,22.0,2.0,1,77.216,0,0,55.0,0.2948717948717949,77.53266666666667,78.33239999999999,78.9327,-1.1163999999999987,19.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,24.0,15.0,HARD,23.0,2.0,1,77.286,0,0,54.0,0.3076923076923077,77.38866666666667,77.8438,78.81320000000001,-0.5578000000000003,20.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,25.0,15.0,HARD,24.0,2.0,1,77.965,0,1,53.0,0.32051282051282054,77.48899999999999,77.56980000000001,78.74499999999999,0.39519999999998845,21.0,0,2025,Monaco Grand Prix
BOR,Kick Sauber,28.0,18.0,SOFT,2.0,3.0,1,76.02,1,0,50.0,0.358974358974359,77.09033333333333,77.2302,78.30919999999999,-1.2102000000000004,1.0,1,2025,Monaco Grand Prix
BOR,Kick Sauber,29.0,18.0,SOFT,3.0,3.0,1,75.193,0,0,49.0,0.3717948717948718,76.39266666666667,76.73599999999999,77.7348,-1.5429999999999922,2.0,1,2025,Monaco Grand Prix
BOR,Kick Sauber,30.0,18.0,SOFT,4.0,3.0,1,75.543,0,0,48.0,0.38461538461538464,75.58533333333332,76.4014,77.3669,-0.858399999999989,3.0,1,2025,Monaco Grand Prix
BOR,Kick Sauber,31.0,18.0,SOFT,5.0,3.0,1,78.214,0,0,47.0,0.3974358974358974,76.31666666666666,76.587,77.2154,1.6269999999999953,4.0,1,2025,Monaco Grand Prix
BOR,Kick Sauber,32.0,18.0,SOFT,6.0,3.0,1,79.347,0,0,46.0,0.41025641025641024,77.70133333333334,76.8634,77.2166,2.4835999999999956,5.0,1,2025,Monaco Grand Prix
BOR,Kick Sauber,33.0,18.0,SOFT,7.0,3.0,1,79.276,0,0,45.0,0.4230769230769231,78.94566666666667,77.5146,77.3724,1.7613999999999947,6.0,1,2025,Monaco Grand Prix
BOR,Kick Sauber,34.0,18.0,SOFT,8.0,3.0,1,79.276,0,1,44.0,0.4358974358974359,79.29966666666665,78.3312,77.5336,0.9448000000000008,7.0,1,2025,Monaco Grand Prix
BOR,Kick Sauber,37.0,18.0,MEDIUM,2.0,4.0,12,74.884,1,0,41.0,0.47435897435897434,77.812,78.1994,77.3004,-3.315399999999997,1.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,38.0,18.0,MEDIUM,3.0,4.0,1,74.97,0,0,40.0,0.48717948717948717,76.37666666666667,77.5506,77.0688,-2.580600000000004,2.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,39.0,18.0,MEDIUM,4.0,4.0,1,75.888,0,0,39.0,0.5,75.24733333333334,76.8588,76.8611,-0.970799999999997,3.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,40.0,18.0,MEDIUM,5.0,4.0,1,76.335,0,0,38.0,0.5128205128205128,75.731,76.2706,76.89259999999999,0.06439999999999202,4.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,41.0,18.0,MEDIUM,6.0,4.0,1,76.847,0,0,37.0,0.5256410256410257,76.35666666666667,75.78479999999999,77.05799999999999,1.0622000000000043,5.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,42.0,18.0,MEDIUM,7.0,4.0,1,77.678,0,0,36.0,0.5384615384615384,76.95333333333332,76.3436,77.27149999999999,1.3344000000000023,6.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,43.0,18.0,MEDIUM,8.0,4.0,1,77.037,0,0,35.0,0.5512820512820513,77.18733333333334,76.757,77.1538,0.28000000000000114,7.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,44.0,17.0,MEDIUM,9.0,4.0,1,78.35,0,0,34.0,0.5641025641025641,77.68833333333333,77.2494,77.0541,1.1006,8.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,45.0,17.0,MEDIUM,10.0,4.0,1,78.458,0,0,33.0,0.5769230769230769,77.94833333333334,77.674,76.97229999999999,0.7839999999999918,9.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,46.0,17.0,MEDIUM,11.0,4.0,1,79.853,0,0,32.0,0.5897435897435898,78.88699999999999,78.2752,77.03,1.5777999999999963,10.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,47.0,17.0,MEDIUM,12.0,4.0,1,80.127,0,0,31.0,0.6025641025641025,79.47933333333333,78.765,77.5543,1.3619999999999948,11.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,48.0,17.0,MEDIUM,13.0,4.0,1,78.016,0,0,30.0,0.6153846153846154,79.33200000000001,78.96079999999999,77.85889999999999,-0.9447999999999865,12.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,49.0,17.0,MEDIUM,14.0,4.0,1,78.411,0,0,29.0,0.6282051282051282,78.85133333333333,78.973,78.11120000000001,-0.5619999999999976,13.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,50.0,17.0,MEDIUM,15.0,4.0,1,79.679,0,0,28.0,0.6410256410256411,78.70200000000001,79.2172,78.4456,0.46179999999999666,14.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,51.0,17.0,MEDIUM,16.0,4.0,1,80.698,0,0,27.0,0.6538461538461539,79.596,79.3862,78.83070000000001,1.311799999999991,15.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,52.0,17.0,MEDIUM,17.0,4.0,1,80.809,0,0,26.0,0.6666666666666666,80.39533333333333,79.5226,79.1438,1.2864000000000004,16.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,53.0,17.0,MEDIUM,18.0,4.0,1,79.965,0,0,25.0,0.6794871794871795,80.49066666666666,79.9124,79.4366,0.052599999999998204,17.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,54.0,17.0,MEDIUM,19.0,4.0,1,78.704,0,0,24.0,0.6923076923076923,79.82600000000001,79.971,79.472,-1.2670000000000101,18.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,55.0,17.0,MEDIUM,20.0,4.0,1,78.823,0,0,23.0,0.7051282051282052,79.16399999999999,79.7998,79.5085,-0.9768000000000114,19.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,56.0,17.0,MEDIUM,21.0,4.0,1,78.451,0,0,22.0,0.717948717948718,78.65933333333334,79.3504,79.3683,-0.8994,20.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,57.0,17.0,MEDIUM,22.0,4.0,1,78.438,0,0,21.0,0.7307692307692307,78.57066666666667,78.8762,79.1994,-0.4381999999999948,21.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,58.0,17.0,MEDIUM,23.0,4.0,1,78.118,0,0,20.0,0.7435897435897436,78.33566666666667,78.5068,79.2096,-0.38880000000000337,22.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,59.0,17.0,MEDIUM,24.0,4.0,1,78.997,0,0,19.0,0.7564102564102564,78.51766666666667,78.5654,79.2682,0.4316000000000031,23.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,60.0,17.0,MEDIUM,25.0,4.0,1,78.808,0,0,18.0,0.7692307692307693,78.641,78.5624,79.18109999999999,0.24560000000001025,24.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,61.0,17.0,MEDIUM,26.0,4.0,1,78.797,0,0,17.0,0.782051282051282,78.86733333333333,78.6316,78.991,0.1653999999999911,25.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,62.0,17.0,MEDIUM,27.0,4.0,1,78.266,0,0,16.0,0.7948717948717948,78.62366666666668,78.59720000000002,78.7367,-0.3312000000000097,26.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,63.0,17.0,MEDIUM,28.0,4.0,1,78.906,0,0,15.0,0.8076923076923077,78.65633333333334,78.75480000000002,78.6308,0.15119999999998868,27.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,64.0,16.0,MEDIUM,29.0,4.0,1,82.158,0,0,14.0,0.8205128205128205,79.77666666666667,79.38700000000001,78.9762,2.7709999999999866,28.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,65.0,16.0,MEDIUM,30.0,4.0,1,78.96,0,0,13.0,0.8333333333333334,80.008,79.41740000000001,78.9899,-0.4574000000000211,29.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,66.0,16.0,MEDIUM,31.0,4.0,1,77.324,0,0,12.0,0.8461538461538461,79.48066666666666,79.12280000000001,78.8772,-1.7988000000000142,30.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,67.0,16.0,MEDIUM,32.0,4.0,1,77.412,0,0,11.0,0.8589743589743589,77.89866666666667,78.952,78.7746,-1.539999999999992,31.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,68.0,16.0,MEDIUM,33.0,4.0,1,77.248,0,0,10.0,0.8717948717948718,77.32799999999999,78.62039999999999,78.6876,-1.3723999999999847,32.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,69.0,15.0,MEDIUM,34.0,4.0,1,76.985,0,0,9.0,0.8846153846153846,77.215,77.58579999999999,78.4864,-0.6007999999999925,33.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,70.0,15.0,MEDIUM,35.0,4.0,1,77.096,0,0,8.0,0.8974358974358975,77.10966666666667,77.213,78.3152,-0.11699999999999022,34.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,71.0,15.0,MEDIUM,36.0,4.0,1,76.484,0,0,7.0,0.9102564102564102,76.855,77.04499999999999,78.0839,-0.5609999999999928,35.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,72.0,15.0,MEDIUM,37.0,4.0,1,76.624,0,0,6.0,0.9230769230769231,76.73466666666667,76.8874,77.9197,-0.2634000000000043,36.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,73.0,14.0,MEDIUM,38.0,4.0,1,76.774,0,0,5.0,0.9358974358974359,76.62733333333334,76.79260000000001,77.70649999999999,-0.01860000000000639,37.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,74.0,14.0,MEDIUM,39.0,4.0,1,76.831,0,0,4.0,0.9487179487179487,76.74300000000001,76.7618,77.1738,0.06920000000000925,38.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,75.0,14.0,MEDIUM,40.0,4.0,1,76.681,0,0,3.0,0.9615384615384616,76.762,76.6788,76.94590000000001,0.002200000000001978,39.0,2,2025,Monaco Grand Prix
BOR,Kick Sauber,76.0,14.0,MEDIUM,41.0,4.0,1,76.867,0,0,2.0,0.9743589743589743,76.793,76.75540000000001,76.9002,0.1115999999999957,40.0,2,2025,Monaco Grand Prix
COL,Alpine,5.0,15.0,HARD,5.0,1.0,1,79.999,0,0,73.0,0.0641025641025641,79.999,79.999,79.999,0.0,1.0,0,2025,Monaco Grand Prix
COL,Alpine,6.0,15.0,HARD,6.0,1.0,1,80.746,0,0,72.0,0.07692307692307693,80.3725,80.3725,80.3725,0.37349999999999284,2.0,0,2025,Monaco Grand Prix
COL,Alpine,7.0,15.0,HARD,7.0,1.0,1,80.915,0,0,71.0,0.08974358974358974,80.55333333333333,80.55333333333333,80.55333333333333,0.3616666666666788,3.0,0,2025,Monaco Grand Prix
COL,Alpine,8.0,15.0,HARD,8.0,1.0,12,80.987,0,0,70.0,0.10256410256410256,80.88266666666667,80.66175,80.66175,0.32524999999999693,4.0,0,2025,Monaco Grand Prix
COL,Alpine,9.0,15.0,HARD,9.0,1.0,2,83.197,0,0,69.0,0.11538461538461539,81.69966666666666,81.1688,81.1688,2.0281999999999982,5.0,0,2025,Monaco Grand Prix
COL,Alpine,10.0,15.0,HARD,10.0,1.0,2,81.709,0,0,68.0,0.1282051282051282,81.96433333333333,81.5108,81.25883333333333,0.19819999999999993,6.0,0,2025,Monaco Grand Prix
COL,Alpine,11.0,15.0,HARD,11.0,1.0,21,79.851,0,0,67.0,0.14102564102564102,81.58566666666667,81.3318,81.05771428571428,-1.4808000000000021,7.0,0,2025,Monaco Grand Prix
COL,Alpine,12.0,14.0,HARD,12.0,1.0,1,79.827,0,1,66.0,0.15384615384615385,80.46233333333333,81.11420000000001,80.903875,-1.2872000000000128,8.0,0,2025,Monaco Grand Prix
COL,Alpine,15.0,19.0,MEDIUM,9.0,2.0,1,75.509,1,0,63.0,0.19230769230769232,78.39566666666667,80.0186,80.30444444444444,-4.509600000000006,1.0,1,2025,Monaco Grand Prix
COL,Alpine,16.0,19.0,MEDIUM,10.0,2.0,1,75.435,0,0,62.0,0.20512820512820512,76.92366666666668,78.4662,79.8175,-3.0311999999999983,2.0,1,2025,Monaco Grand Prix
COL,Alpine,17.0,17.0,MEDIUM,11.0,2.0,1,77.547,0,0,61.0,0.21794871794871795,76.16366666666666,77.6338,79.5723,-0.08679999999999666,3.0,1,2025,Monaco Grand Prix
COL,Alpine,18.0,17.0,MEDIUM,12.0,2.0,1,78.351,0,0,60.0,0.23076923076923078,77.11099999999999,77.3338,79.33279999999999,1.0172000000000025,4.0,1,2025,Monaco Grand Prix
COL,Alpine,19.0,17.0,MEDIUM,13.0,2.0,1,78.851,0,0,59.0,0.24358974358974358,78.24966666666666,77.1386,79.1264,1.7124000000000024,5.0,1,2025,Monaco Grand Prix
COL,Alpine,20.0,17.0,MEDIUM,14.0,2.0,1,79.296,0,0,58.0,0.2564102564102564,78.83266666666667,77.896,78.9573,1.4000000000000057,6.0,1,2025,Monaco Grand Prix
COL,Alpine,21.0,17.0,MEDIUM,15.0,2.0,1,78.214,0,0,57.0,0.2692307692307692,78.78699999999999,78.4518,78.45899999999999,-0.23780000000000712,7.0,1,2025,Monaco Grand Prix
COL,Alpine,22.0,17.0,MEDIUM,16.0,2.0,1,77.808,0,0,56.0,0.28205128205128205,78.43933333333332,78.504,78.0689,-0.695999999999998,8.0,1,2025,Monaco Grand Prix
COL,Alpine,23.0,17.0,MEDIUM,17.0,2.0,1,77.626,0,0,55.0,0.2948717948717949,77.88266666666668,78.35900000000001,77.8464,-0.7330000000000041,9.0,1,2025,Monaco Grand Prix
COL,Alpine,24.0,17.0,MEDIUM,18.0,2.0,1,77.233,0,0,54.0,0.3076923076923077,77.55566666666668,78.03540000000001,77.587,-0.8024000000000058,10.0,1,2025,Monaco Grand Prix
COL,Alpine,25.0,17.0,MEDIUM,19.0,2.0,1,77.209,0,1,53.0,0.32051282051282054,77.35600000000001,77.618,77.757,-0.4089999999999918,11.0,1,2025,Monaco Grand Prix
COL,Alpine,28.0,19.0,MEDIUM,2.0,3.0,1,78.135,1,0,50.0,0.358974358974359,77.52566666666667,77.6022,78.02700000000002,0.5328000000000088,1.0,2,2025,Monaco Grand Prix
COL,Alpine,29.0,19.0,MEDIUM,3.0,3.0,1,75.914,0,0,49.0,0.3717948717948718,77.086,77.2234,77.86370000000001,-1.3093999999999966,2.0,2,2025,Monaco Grand Prix
COL,Alpine,30.0,19.0,MEDIUM,4.0,3.0,1,75.298,0,0,48.0,0.38461538461538464,76.449,76.7578,77.5584,-1.4598000000000013,3.0,2,2025,Monaco Grand Prix
COL,Alpine,31.0,19.0,MEDIUM,5.0,3.0,1,76.007,0,0,47.0,0.3974358974358974,75.73966666666666,76.5126,77.274,-0.5056000000000012,4.0,2,2025,Monaco Grand Prix
COL,Alpine,32.0,19.0,MEDIUM,6.0,3.0,1,79.845,0,0,46.0,0.41025641025641024,77.05000000000001,77.0398,77.3289,2.8051999999999992,5.0,2,2025,Monaco Grand Prix
COL,Alpine,33.0,19.0,MEDIUM,7.0,3.0,1,78.528,0,0,45.0,0.4230769230769231,78.12666666666668,77.1184,77.36030000000001,1.4096000000000117,6.0,2,2025,Monaco Grand Prix
COL,Alpine,34.0,19.0,MEDIUM,8.0,3.0,1,78.704,0,0,44.0,0.4358974358974359,79.02566666666667,77.6764,77.4499,1.0275999999999925,7.0,2,2025,Monaco Grand Prix
COL,Alpine,35.0,18.0,MEDIUM,9.0,3.0,1,78.67,0,0,43.0,0.44871794871794873,78.634,78.3508,77.5543,0.31919999999999504,8.0,2,2025,Monaco Grand Prix
COL,Alpine,36.0,18.0,MEDIUM,10.0,3.0,1,77.955,0,0,42.0,0.46153846153846156,78.443,78.7404,77.6265,-0.7853999999999957,9.0,2,2025,Monaco Grand Prix
COL,Alpine,37.0,17.0,MEDIUM,11.0,3.0,12,78.66,0,0,41.0,0.47435897435897434,78.42833333333333,78.5034,77.7716,0.1565999999999974,10.0,2,2025,Monaco Grand Prix
COL,Alpine,38.0,17.0,MEDIUM,12.0,3.0,1,78.728,0,0,40.0,0.48717948717948717,78.44766666666666,78.54339999999999,77.8309,0.1846000000000032,11.0,2,2025,Monaco Grand Prix
COL,Alpine,39.0,17.0,MEDIUM,13.0,3.0,1,78.889,0,0,39.0,0.5,78.759,78.5804,78.1284,0.30859999999999843,12.0,2,2025,Monaco Grand Prix
COL,Alpine,40.0,17.0,MEDIUM,14.0,3.0,1,78.443,0,0,38.0,0.5128205128205128,78.68666666666667,78.535,78.4429,-0.09199999999999875,13.0,2,2025,Monaco Grand Prix
COL,Alpine,41.0,17.0,MEDIUM,15.0,3.0,1,78.866,0,0,37.0,0.5256410256410257,78.73266666666666,78.71719999999999,78.7288,0.14880000000000848,14.0,2,2025,Monaco Grand Prix
COL,Alpine,42.0,17.0,MEDIUM,16.0,3.0,1,77.798,0,0,36.0,0.5384615384615384,78.36899999999999,78.5448,78.5241,-0.7467999999999932,15.0,2,2025,Monaco Grand Prix
COL,Alpine,43.0,17.0,MEDIUM,17.0,3.0,1,77.541,0,0,35.0,0.5512820512820513,78.06833333333333,78.3074,78.4254,-0.7664000000000044,16.0,2,2025,Monaco Grand Prix
COL,Alpine,44.0,16.0,MEDIUM,18.0,3.0,1,78.439,0,0,34.0,0.5641025641025641,77.926,78.2174,78.3989,0.22159999999999513,17.0,2,2025,Monaco Grand Prix
COL,Alpine,45.0,16.0,MEDIUM,19.0,3.0,1,78.71,0,0,33.0,0.5769230769230769,78.23,78.2708,78.4029,0.4391999999999996,18.0,2,2025,Monaco Grand Prix
COL,Alpine,46.0,16.0,MEDIUM,20.0,3.0,1,80.19,0,0,32.0,0.5897435897435898,79.113,78.5356,78.6264,1.6543999999999954,19.0,2,2025,Monaco Grand Prix
COL,Alpine,47.0,16.0,MEDIUM,21.0,3.0,1,79.889,0,0,31.0,0.6025641025641025,79.59633333333333,78.9538,78.74929999999999,0.9351999999999947,20.0,2,2025,Monaco Grand Prix
COL,Alpine,48.0,16.0,MEDIUM,22.0,3.0,1,78.24,0,0,30.0,0.6153846153846154,79.43966666666667,79.0936,78.7005,-0.8536000000000001,21.0,2,2025,Monaco Grand Prix
COL,Alpine,49.0,16.0,MEDIUM,23.0,3.0,1,78.159,0,0,29.0,0.6282051282051282,78.76266666666668,79.0376,78.6275,-0.8785999999999916,22.0,2,2025,Monaco Grand Prix
COL,Alpine,50.0,16.0,MEDIUM,24.0,3.0,1,79.965,0,0,28.0,0.6410256410256411,78.788,79.2886,78.7797,0.676400000000001,23.0,2,2025,Monaco Grand Prix
COL,Alpine,51.0,16.0,MEDIUM,25.0,3.0,1,80.722,0,0,27.0,0.6538461538461539,79.61533333333334,79.39500000000001,78.9653,1.326999999999984,24.0,2,2025,Monaco Grand Prix
COL,Alpine,52.0,16.0,MEDIUM,26.0,3.0,1,80.423,0,0,26.0,0.6666666666666666,80.37,79.5018,79.2278,0.9211999999999989,25.0,2,2025,Monaco Grand Prix
COL,Alpine,53.0,16.0,MEDIUM,27.0,3.0,1,80.255,0,0,25.0,0.6794871794871795,80.46666666666665,79.9048,79.4992,0.35020000000000095,26.0,2,2025,Monaco Grand Prix
COL,Alpine,54.0,16.0,MEDIUM,28.0,3.0,1,78.71,0,0,24.0,0.6923076923076923,79.79599999999999,80.015,79.52629999999999,-1.3050000000000068,27.0,2,2025,Monaco Grand Prix
COL,Alpine,55.0,16.0,MEDIUM,29.0,3.0,1,78.692,0,0,23.0,0.7051282051282052,79.219,79.7604,79.52449999999999,-1.0684000000000111,28.0,2,2025,Monaco Grand Prix
COL,Alpine,56.0,16.0,MEDIUM,30.0,3.0,1,78.489,0,0,22.0,0.717948717948718,78.63033333333333,79.3138,79.3544,-0.8247999999999962,29.0,2,2025,Monaco Grand Prix
COL,Alpine,57.0,16.0,MEDIUM,31.0,3.0,1,78.426,0,0,21.0,0.7307692307692307,78.53566666666666,78.91439999999999,79.2081,-0.4883999999999844,30.0,2,2025,Monaco Grand Prix
COL,Alpine,58.0,16.0,MEDIUM,32.0,3.0,1,78.249,0,0,20.0,0.7435897435897436,78.38799999999999,78.51320000000001,79.20899999999999,-0.26420000000001664,31.0,2,2025,Monaco Grand Prix
COL,Alpine,59.0,16.0,MEDIUM,33.0,3.0,1,79.063,0,0,19.0,0.7564102564102564,78.57933333333334,78.5838,79.29939999999999,0.47920000000000584,32.0,2,2025,Monaco Grand Prix
COL,Alpine,60.0,16.0,MEDIUM,34.0,3.0,1,78.687,0,0,18.0,0.7692307692307693,78.66633333333334,78.58279999999999,79.17159999999998,0.10420000000000584,33.0,2,2025,Monaco Grand Prix
COL,Alpine,61.0,16.0,MEDIUM,35.0,3.0,1,78.878,0,0,17.0,0.782051282051282,78.87599999999999,78.6606,78.9872,0.21739999999999782,34.0,2,2025,Monaco Grand Prix
COL,Alpine,62.0,16.0,MEDIUM,36.0,3.0,1,78.214,0,0,16.0,0.7948717948717948,78.593,78.6182,78.7663,-0.404200000000003,35.0,2,2025,Monaco Grand Prix
COL,Alpine,63.0,16.0,MEDIUM,37.0,3.0,1,78.877,0,0,15.0,0.8076923076923077,78.65633333333334,78.7438,78.6285,0.1332000000000022,36.0,2,2025,Monaco Grand Prix
COL,Alpine,64.0,15.0,MEDIUM,38.0,3.0,1,78.379,0,0,14.0,0.8205128205128205,78.49,78.607,78.59540000000001,-0.22799999999999443,37.0,2,2025,Monaco Grand Prix
COL,Alpine,65.0,15.0,MEDIUM,39.0,3.0,1,77.338,0,0,13.0,0.8333333333333334,78.198,78.3372,78.46000000000001,-0.9992000000000019,38.0,2,2025,Monaco Grand Prix
COL,Alpine,66.0,15.0,MEDIUM,40.0,3.0,1,77.517,0,0,12.0,0.8461538461538461,77.74466666666666,78.065,78.3628,-0.5480000000000018,39.0,2,2025,Monaco Grand Prix
COL,Alpine,67.0,15.0,MEDIUM,41.0,3.0,1,78.018,0,0,11.0,0.8589743589743589,77.62433333333333,78.0258,78.32199999999999,-0.007800000000003138,40.0,2,2025,Monaco Grand Prix
COL,Alpine,68.0,15.0,MEDIUM,42.0,3.0,1,77.1,0,0,10.0,0.8717948717948718,77.545,77.6704,78.2071,-0.5704000000000065,41.0,2,2025,Monaco Grand Prix
COL,Alpine,69.0,14.0,MEDIUM,43.0,3.0,1,76.703,0,0,9.0,0.8846153846153846,77.27366666666667,77.33519999999999,77.9711,-0.6321999999999832,42.0,2,2025,Monaco Grand Prix
COL,Alpine,70.0,14.0,MEDIUM,44.0,3.0,1,76.707,0,0,8.0,0.8974358974358975,76.83666666666666,77.20899999999999,77.7731,-0.5019999999999953,43.0,2,2025,Monaco Grand Prix
COL,Alpine,71.0,14.0,MEDIUM,45.0,3.0,1,76.256,0,0,7.0,0.9102564102564102,76.55533333333334,76.9568,77.51089999999999,-0.700800000000001,44.0,2,2025,Monaco Grand Prix
COL,Alpine,72.0,14.0,MEDIUM,46.0,3.0,1,76.135,0,0,6.0,0.9230769230769231,76.366,76.58019999999999,77.30300000000001,-0.4451999999999856,45.0,2,2025,Monaco Grand Prix
COL,Alpine,73.0,13.0,MEDIUM,47.0,3.0,1,75.669,0,0,5.0,0.9358974358974359,76.02,76.29400000000001,76.9822,-0.6250000000000142,46.0,2,2025,Monaco Grand Prix
COL,Alpine,74.0,13.0,MEDIUM,48.0,3.0,1,75.564,0,0,4.0,0.9487179487179487,75.78933333333333,76.06620000000001,76.7007,-0.5022000000000162,47.0,2,2025,Monaco Grand Prix
COL,Alpine,75.0,13.0,MEDIUM,49.0,3.0,1,75.92,0,0,3.0,0.9615384615384616,75.71766666666667,75.90880000000001,76.5589,0.011199999999988108,48.0,2,2025,Monaco Grand Prix
