Driver,Team,LapNumber,Position,Compound,TyreLife,Stint,TrackStatus,LapTimeSeconds,PitLap,PitNextLap,LapsRemaining,RaceProgress,AvgPaceLast3,AvgPaceLast5,AvgPaceLast10,DegradationRate,CurrentStintLength,PitStopsCompleted,Season,Race
PIA,McLaren,17.0,1.0,SOFT,17.0,1.0,1,80.657,0,0,49.0,0.25757575757575757,80.70666666666666,80.78659999999999,80.86449999999999,-0.12959999999999638,16.0,0,2025,Spanish Grand Prix
PIA,McLaren,18.0,1.0,SOFT,18.0,1.0,1,80.693,0,0,48.0,0.2727272727272727,80.66966666666666,80.71860000000001,80.851,-0.02560000000001139,17.0,0,2025,Spanish Grand Prix
PIA,McLaren,19.0,1.0,SOFT,19.0,1.0,1,80.85,0,0,47.0,0.2878787878787879,80.73333333333333,80.7326,80.85929999999999,0.11739999999998929,18.0,0,2025,Spanish Grand Prix
PIA,McLaren,20.0,1.0,SOFT,20.0,1.0,1,81.126,0,0,46.0,0.30303030303030304,80.88966666666667,80.797,80.88289999999999,0.32900000000000773,19.0,0,2025,Spanish Grand Prix
PIA,McLaren,21.0,1.0,SOFT,21.0,1.0,1,81.471,0,1,45.0,0.3181818181818182,81.149,80.9594,80.9164,0.5116000000000014,20.0,0,2025,Spanish Grand Prix
PIA,McLaren,24.0,2.0,MEDIUM,2.0,2.0,1,79.985,1,0,42.0,0.36363636363636365,80.86066666666666,80.825,80.8058,-0.8400000000000034,1.0,1,2025,Spanish Grand Prix
PIA,McLaren,25.0,2.0,MEDIUM,3.0,2.0,1,79.85,0,0,41.0,0.3787878787878788,80.43533333333333,80.65639999999999,80.6875,-0.8063999999999965,2.0,1,2025,Spanish Grand Prix
PIA,McLaren,26.0,2.0,MEDIUM,4.0,2.0,1,79.913,0,0,40.0,0.3939393939393939,79.916,80.46900000000001,80.6008,-0.5560000000000116,3.0,1,2025,Spanish Grand Prix
PIA,McLaren,27.0,2.0,MEDIUM,5.0,2.0,1,79.749,0,0,39.0,0.4090909090909091,79.83733333333332,80.19359999999999,80.4953,-0.4445999999999941,4.0,1,2025,Spanish Grand Prix
PIA,McLaren,28.0,2.0,MEDIUM,6.0,2.0,1,79.904,0,0,38.0,0.42424242424242425,79.85533333333332,79.88019999999999,80.4198,0.02380000000000848,5.0,1,2025,Spanish Grand Prix
PIA,McLaren,29.0,1.0,MEDIUM,7.0,2.0,1,79.919,0,0,37.0,0.4393939393939394,79.85733333333333,79.86699999999999,80.346,0.05200000000000671,6.0,1,2025,Spanish Grand Prix
PIA,McLaren,30.0,1.0,MEDIUM,8.0,2.0,1,79.807,0,0,36.0,0.45454545454545453,79.87666666666667,79.8584,80.2574,-0.051400000000001,7.0,1,2025,Spanish Grand Prix
PIA,McLaren,31.0,1.0,MEDIUM,9.0,2.0,1,79.719,0,0,35.0,0.4696969696969697,79.815,79.8196,80.1443,-0.10060000000000002,8.0,1,2025,Spanish Grand Prix
PIA,McLaren,32.0,1.0,MEDIUM,10.0,2.0,1,79.983,0,0,34.0,0.48484848484848486,79.83633333333334,79.8664,80.03,0.11660000000000537,9.0,1,2025,Spanish Grand Prix
PIA,McLaren,33.0,1.0,MEDIUM,11.0,2.0,1,80.387,0,0,33.0,0.5,80.02966666666667,79.963,79.92159999999998,0.4240000000000066,10.0,1,2025,Spanish Grand Prix
PIA,McLaren,34.0,1.0,MEDIUM,12.0,2.0,1,80.474,0,0,32.0,0.5151515151515151,80.28133333333334,80.074,79.9705,0.4000000000000057,11.0,1,2025,Spanish Grand Prix
PIA,McLaren,35.0,1.0,MEDIUM,13.0,2.0,1,80.15,0,0,31.0,0.5303030303030303,80.337,80.14259999999999,80.0005,0.007400000000018281,12.0,1,2025,Spanish Grand Prix
PIA,McLaren,36.0,1.0,MEDIUM,14.0,2.0,1,80.129,0,0,30.0,0.5454545454545454,80.251,80.22460000000001,80.0221,-0.09560000000000457,13.0,1,2025,Spanish Grand Prix
PIA,McLaren,37.0,1.0,MEDIUM,15.0,2.0,1,80.457,0,0,29.0,0.5606060606060606,80.24533333333333,80.3194,80.0929,0.13759999999999195,14.0,1,2025,Spanish Grand Prix
PIA,McLaren,38.0,1.0,MEDIUM,16.0,2.0,1,79.681,0,0,28.0,0.5757575757575758,80.089,80.1782,80.0706,-0.4972000000000065,15.0,1,2025,Spanish Grand Prix
PIA,McLaren,39.0,1.0,MEDIUM,17.0,2.0,1,79.945,0,0,27.0,0.5909090909090909,80.02766666666666,80.07239999999999,80.0732,-0.1273999999999944,16.0,1,2025,Spanish Grand Prix
PIA,McLaren,40.0,1.0,MEDIUM,18.0,2.0,1,80.293,0,0,26.0,0.6060606060606061,79.973,80.101,80.1218,0.19200000000000728,17.0,1,2025,Spanish Grand Prix
PIA,McLaren,41.0,1.0,MEDIUM,19.0,2.0,1,80.125,0,0,25.0,0.6212121212121212,80.121,80.1002,80.1624,0.024799999999999045,18.0,1,2025,Spanish Grand Prix
PIA,McLaren,42.0,1.0,MEDIUM,20.0,2.0,1,80.141,0,0,24.0,0.6363636363636364,80.18633333333334,80.037,80.17819999999999,0.1039999999999992,19.0,1,2025,Spanish Grand Prix
PIA,McLaren,43.0,1.0,MEDIUM,21.0,2.0,1,79.489,0,0,23.0,0.6515151515151515,79.91833333333334,79.99860000000001,80.08840000000001,-0.509600000000006,20.0,1,2025,Spanish Grand Prix
PIA,McLaren,44.0,1.0,MEDIUM,22.0,2.0,1,79.694,0,0,22.0,0.6666666666666666,79.77466666666668,79.9484,80.0104,-0.25440000000000396,21.0,1,2025,Spanish Grand Prix
PIA,McLaren,45.0,1.0,MEDIUM,23.0,2.0,1,79.438,0,0,21.0,0.6818181818181818,79.54033333333334,79.77740000000001,79.9392,-0.3394000000000119,22.0,1,2025,Spanish Grand Prix
PIA,McLaren,46.0,1.0,MEDIUM,24.0,2.0,1,79.235,0,0,20.0,0.696969696969697,79.45566666666667,79.5994,79.8498,-0.3644000000000034,23.0,1,2025,Spanish Grand Prix
PIA,McLaren,47.0,1.0,MEDIUM,25.0,2.0,1,79.63,0,0,19.0,0.7121212121212122,79.43433333333333,79.49719999999999,79.7671,0.13280000000000314,24.0,1,2025,Spanish Grand Prix
PIA,McLaren,48.0,1.0,MEDIUM,26.0,2.0,1,79.378,0,1,18.0,0.7272727272727273,79.41433333333333,79.475,79.73679999999999,-0.0969999999999942,25.0,1,2025,Spanish Grand Prix
PIA,McLaren,51.0,1.0,SOFT,5.0,3.0,1,78.78,1,0,15.0,0.7727272727272727,79.26266666666666,79.29220000000001,79.6203,-0.5122000000000071,1.0,2,2025,Spanish Grand Prix
PIA,McLaren,52.0,1.0,SOFT,6.0,3.0,1,78.796,0,0,14.0,0.7878787878787878,78.98466666666667,79.16380000000001,79.4706,-0.36780000000000257,2.0,2,2025,Spanish Grand Prix
PIA,McLaren,53.0,1.0,SOFT,7.0,3.0,1,77.885,0,0,13.0,0.803030303030303,78.48700000000001,78.89380000000001,79.2466,-1.008800000000008,3.0,2,2025,Spanish Grand Prix
PIA,McLaren,54.0,1.0,SOFT,8.0,3.0,1,77.766,0,1,12.0,0.8181818181818182,78.149,78.521,79.00910000000002,-0.7549999999999955,4.0,2,2025,Spanish Grand Prix
PIA,McLaren,61.0,1.0,SOFT,9.0,4.0,1,75.743,1,0,5.0,0.9242424242424242,77.13133333333333,77.794,78.6345,-2.051000000000002,1.0,3,2025,Spanish Grand Prix
PIA,McLaren,62.0,1.0,SOFT,10.0,4.0,1,75.933,0,0,4.0,0.9393939393939394,76.48066666666666,77.22460000000001,78.2584,-1.2916000000000025,2.0,3,2025,Spanish Grand Prix
PIA,McLaren,63.0,1.0,SOFT,11.0,4.0,1,76.377,0,0,3.0,0.9545454545454546,76.01766666666667,76.74080000000001,77.95230000000001,-0.3638000000000119,3.0,3,2025,Spanish Grand Prix
PIA,McLaren,64.0,1.0,SOFT,12.0,4.0,1,76.58,0,0,2.0,0.9696969696969697,76.29666666666667,76.4798,77.68679999999999,0.10020000000000095,4.0,3,2025,Spanish Grand Prix
PIA,McLaren,65.0,1.0,SOFT,13.0,4.0,1,76.994,0,0,1.0,0.9848484848484849,76.65033333333334,76.3254,77.4232,0.6685999999999979,5.0,3,2025,Spanish Grand Prix
PIA,McLaren,66.0,1.0,SOFT,14.0,4.0,1,77.445,0,0,0.0,1.0,77.00633333333333,76.6658,77.2299,0.7791999999999888,6.0,3,2025,Spanish Grand Prix
RUS,Mercedes,2.0,6.0,SOFT,5.0,1.0,1,81.564,0,0,64.0,0.030303030303030304,81.564,81.564,81.564,0.0,1.0,0,2025,Spanish Grand Prix
RUS,Mercedes,3.0,6.0,SOFT,6.0,1.0,1,81.385,0,0,63.0,0.045454545454545456,81.4745,81.4745,81.4745,-0.08950000000000102,2.0,0,2025,Spanish Grand Prix
RUS,Mercedes,4.0,6.0,SOFT,7.0,1.0,1,81.126,0,0,62.0,0.06060606060606061,81.35833333333333,81.35833333333333,81.35833333333333,-0.2323333333333295,3.0,0,2025,Spanish Grand Prix
RUS,Mercedes,5.0,6.0,SOFT,8.0,1.0,1,81.13,0,0,61.0,0.07575757575757576,81.21366666666667,81.30125,81.30125,-0.17125000000000057,4.0,0,2025,Spanish Grand Prix
RUS,Mercedes,6.0,6.0,SOFT,9.0,1.0,1,81.383,0,0,60.0,0.09090909090909091,81.21300000000001,81.3176,81.3176,0.0653999999999968,5.0,0,2025,Spanish Grand Prix
RUS,Mercedes,7.0,6.0,SOFT,10.0,1.0,1,81.684,0,0,59.0,0.10606060606060606,81.39899999999999,81.3416,81.37866666666666,0.3423999999999978,6.0,0,2025,Spanish Grand Prix
RUS,Mercedes,8.0,6.0,SOFT,11.0,1.0,1,81.738,0,0,58.0,0.12121212121212122,81.60166666666667,81.4122,81.42999999999999,0.325800000000001,7.0,0,2025,Spanish Grand Prix
RUS,Mercedes,9.0,6.0,SOFT,12.0,1.0,1,82.136,0,0,57.0,0.13636363636363635,81.85266666666666,81.61420000000001,81.51825,0.5217999999999847,8.0,0,2025,Spanish Grand Prix
RUS,Mercedes,10.0,6.0,SOFT,13.0,1.0,1,82.081,0,0,56.0,0.15151515151515152,81.985,81.8044,81.58077777777777,0.27660000000000196,9.0,0,2025,Spanish Grand Prix
RUS,Mercedes,11.0,6.0,SOFT,14.0,1.0,1,81.472,0,0,55.0,0.16666666666666666,81.89633333333333,81.8222,81.56989999999999,-0.35020000000000095,10.0,0,2025,Spanish Grand Prix
RUS,Mercedes,12.0,6.0,SOFT,15.0,1.0,1,81.625,0,0,54.0,0.18181818181818182,81.726,81.8104,81.576,-0.18540000000000134,11.0,0,2025,Spanish Grand Prix
RUS,Mercedes,13.0,6.0,SOFT,16.0,1.0,1,82.055,0,0,53.0,0.19696969696969696,81.71733333333333,81.8738,81.643,0.18120000000000402,12.0,0,2025,Spanish Grand Prix
RUS,Mercedes,14.0,5.0,SOFT,17.0,1.0,1,82.339,0,0,52.0,0.21212121212121213,82.00633333333333,81.9144,81.76429999999999,0.4245999999999981,13.0,0,2025,Spanish Grand Prix
RUS,Mercedes,15.0,5.0,SOFT,18.0,1.0,1,81.968,0,0,51.0,0.22727272727272727,82.12066666666668,81.8918,81.8481,0.07620000000000005,14.0,0,2025,Spanish Grand Prix
RUS,Mercedes,16.0,4.0,SOFT,19.0,1.0,1,81.547,0,0,50.0,0.24242424242424243,81.95133333333332,81.9068,81.86449999999999,-0.359800000000007,15.0,0,2025,Spanish Grand Prix
RUS,Mercedes,17.0,4.0,SOFT,20.0,1.0,1,81.382,0,0,49.0,0.25757575757575757,81.63233333333334,81.8582,81.83430000000001,-0.4761999999999915,16.0,0,2025,Spanish Grand Prix
RUS,Mercedes,18.0,3.0,SOFT,21.0,1.0,1,81.732,0,0,48.0,0.2727272727272727,81.55366666666667,81.7936,81.8337,-0.061599999999998545,17.0,0,2025,Spanish Grand Prix
RUS,Mercedes,19.0,4.0,SOFT,22.0,1.0,1,82.971,0,1,47.0,0.2878787878787879,82.02833333333335,81.92,81.91720000000001,1.051000000000002,18.0,0,2025,Spanish Grand Prix
RUS,Mercedes,22.0,6.0,MEDIUM,2.0,2.0,1,79.163,1,0,44.0,0.3333333333333333,81.28866666666667,81.35900000000001,81.6254,-2.196000000000012,1.0,1,2025,Spanish Grand Prix
RUS,Mercedes,23.0,6.0,MEDIUM,3.0,2.0,1,79.512,0,0,43.0,0.3484848484848485,80.54866666666668,80.952,81.42940000000002,-1.4399999999999977,2.0,1,2025,Spanish Grand Prix
RUS,Mercedes,24.0,6.0,MEDIUM,4.0,2.0,1,80.074,0,0,42.0,0.36363636363636365,79.58300000000001,80.6904,81.27430000000001,-0.6163999999999987,3.0,1,2025,Spanish Grand Prix
RUS,Mercedes,25.0,6.0,MEDIUM,5.0,2.0,1,80.411,0,0,41.0,0.3787878787878788,79.99900000000001,80.42620000000001,81.1099,-0.015200000000007208,4.0,1,2025,Spanish Grand Prix
RUS,Mercedes,26.0,6.0,MEDIUM,6.0,2.0,1,80.592,0,0,40.0,0.3939393939393939,80.359,79.9504,80.93520000000001,0.6415999999999968,5.0,1,2025,Spanish Grand Prix
RUS,Mercedes,27.0,6.0,MEDIUM,7.0,2.0,1,80.311,0,0,39.0,0.4090909090909091,80.438,80.17999999999999,80.7695,0.13100000000001444,6.0,1,2025,Spanish Grand Prix
RUS,Mercedes,28.0,6.0,MEDIUM,8.0,2.0,1,80.726,0,0,38.0,0.42424242424242425,80.543,80.42280000000001,80.6874,0.3031999999999897,7.0,1,2025,Spanish Grand Prix
RUS,Mercedes,29.0,6.0,MEDIUM,9.0,2.0,1,80.349,0,0,37.0,0.4393939393939394,80.462,80.4778,80.5841,-0.12879999999999825,8.0,1,2025,Spanish Grand Prix
RUS,Mercedes,30.0,6.0,MEDIUM,10.0,2.0,1,80.427,0,0,36.0,0.45454545454545453,80.50066666666667,80.481,80.45360000000001,-0.053999999999987836,9.0,1,2025,Spanish Grand Prix
RUS,Mercedes,31.0,6.0,MEDIUM,11.0,2.0,1,80.421,0,0,35.0,0.4696969696969697,80.399,80.44680000000001,80.1986,-0.02580000000000382,10.0,1,2025,Spanish Grand Prix
RUS,Mercedes,32.0,6.0,MEDIUM,12.0,2.0,1,80.533,0,0,34.0,0.48484848484848486,80.46033333333334,80.4912,80.3356,0.04179999999999495,11.0,1,2025,Spanish Grand Prix
RUS,Mercedes,33.0,6.0,MEDIUM,13.0,2.0,1,80.669,0,0,33.0,0.5,80.541,80.4798,80.4513,0.1891999999999996,12.0,1,2025,Spanish Grand Prix
RUS,Mercedes,34.0,6.0,MEDIUM,14.0,2.0,1,80.421,0,0,32.0,0.5151515151515151,80.54100000000001,80.4942,80.486,-0.07319999999999993,13.0,1,2025,Spanish Grand Prix
RUS,Mercedes,35.0,6.0,MEDIUM,15.0,2.0,1,80.619,0,0,31.0,0.5303030303030303,80.56966666666666,80.5326,80.50680000000001,0.08639999999999759,14.0,1,2025,Spanish Grand Prix
RUS,Mercedes,36.0,6.0,MEDIUM,16.0,2.0,1,80.368,0,0,30.0,0.5454545454545454,80.46933333333334,80.522,80.48440000000001,-0.15400000000001057,15.0,1,2025,Spanish Grand Prix
RUS,Mercedes,37.0,6.0,MEDIUM,17.0,2.0,1,80.537,0,0,29.0,0.5606060606060606,80.508,80.52279999999999,80.507,0.014200000000016644,16.0,1,2025,Spanish Grand Prix
RUS,Mercedes,38.0,6.0,MEDIUM,18.0,2.0,1,80.524,0,0,28.0,0.5757575757575758,80.47633333333333,80.4938,80.4868,0.030200000000007776,17.0,1,2025,Spanish Grand Prix
RUS,Mercedes,39.0,6.0,MEDIUM,19.0,2.0,1,80.499,0,0,27.0,0.5909090909090909,80.52,80.5094,80.5018,-0.010400000000004184,18.0,1,2025,Spanish Grand Prix
RUS,Mercedes,40.0,6.0,MEDIUM,20.0,2.0,1,80.888,0,1,26.0,0.6060606060606061,80.637,80.5632,80.5479,0.3248000000000104,19.0,1,2025,Spanish Grand Prix
RUS,Mercedes,43.0,7.0,SOFT,2.0,3.0,1,78.437,1,0,23.0,0.6515151515151515,79.94133333333333,80.17699999999999,80.3495,-1.7399999999999949,1.0,2,2025,Spanish Grand Prix
RUS,Mercedes,44.0,6.0,SOFT,3.0,3.0,1,79.079,0,0,22.0,0.6666666666666666,79.468,79.8854,80.20410000000001,-0.8064000000000107,2.0,2,2025,Spanish Grand Prix
RUS,Mercedes,45.0,6.0,SOFT,4.0,3.0,1,79.176,0,0,21.0,0.6818181818181818,78.89733333333334,79.61580000000001,80.0548,-0.4398000000000053,3.0,2,2025,Spanish Grand Prix
RUS,Mercedes,46.0,6.0,SOFT,5.0,3.0,1,79.351,0,0,20.0,0.696969696969697,79.202,79.3862,79.9478,-0.03520000000000323,4.0,2,2025,Spanish Grand Prix
RUS,Mercedes,47.0,5.0,SOFT,6.0,3.0,1,79.393,0,0,19.0,0.7121212121212122,79.30666666666667,79.0872,79.8252,0.30580000000000496,5.0,2,2025,Spanish Grand Prix
RUS,Mercedes,48.0,5.0,SOFT,7.0,3.0,1,79.047,0,0,18.0,0.7272727272727273,79.26366666666667,79.2092,79.6931,-0.16219999999999857,6.0,2,2025,Spanish Grand Prix
RUS,Mercedes,49.0,5.0,SOFT,8.0,3.0,1,79.121,0,0,17.0,0.7424242424242424,79.187,79.21759999999999,79.5515,-0.09659999999999513,7.0,2,2025,Spanish Grand Prix
RUS,Mercedes,50.0,5.0,SOFT,9.0,3.0,1,79.416,0,0,16.0,0.7575757575757576,79.19466666666666,79.26559999999999,79.44069999999999,0.15040000000000475,8.0,2,2025,Spanish Grand Prix
RUS,Mercedes,51.0,5.0,SOFT,10.0,3.0,1,79.471,0,0,15.0,0.7727272727272727,79.336,79.2896,79.33789999999999,0.18140000000001066,9.0,2,2025,Spanish Grand Prix
RUS,Mercedes,52.0,5.0,SOFT,11.0,3.0,1,79.28,0,0,14.0,0.7878787878787878,79.389,79.26700000000001,79.17710000000001,0.012999999999991019,10.0,2,2025,Spanish Grand Prix
RUS,Mercedes,53.0,5.0,SOFT,12.0,3.0,1,79.426,0,0,13.0,0.803030303030303,79.39233333333334,79.3428,79.276,0.08320000000000505,11.0,2,2025,Spanish Grand Prix
RUS,Mercedes,54.0,5.0,SOFT,13.0,3.0,1,79.578,0,1,12.0,0.8181818181818182,79.428,79.4342,79.3259,0.14379999999999882,12.0,2,2025,Spanish Grand Prix
RUS,Mercedes,61.0,5.0,SOFT,9.0,4.0,1,78.843,1,0,5.0,0.9242424242424242,79.28233333333334,79.31960000000001,79.29260000000001,-0.4766000000000048,1.0,3,2025,Spanish Grand Prix
RUS,Mercedes,62.0,5.0,SOFT,10.0,4.0,1,77.244,0,0,4.0,0.9393939393939394,78.55499999999999,78.8742,79.0819,-1.630200000000002,2.0,3,2025,Spanish Grand Prix
RUS,Mercedes,63.0,5.0,SOFT,11.0,4.0,1,77.594,0,0,3.0,0.9545454545454546,77.89366666666666,78.537,78.902,-0.943000000000012,3.0,3,2025,Spanish Grand Prix
RUS,Mercedes,64.0,4.0,SOFT,12.0,4.0,1,78.793,0,0,2.0,0.9696969696969697,77.877,78.41040000000001,78.8766,0.3825999999999965,4.0,3,2025,Spanish Grand Prix
RUS,Mercedes,65.0,4.0,SOFT,13.0,4.0,1,77.749,0,0,1.0,0.9848484848484849,78.04533333333333,78.0446,78.7394,-0.2956000000000074,5.0,3,2025,Spanish Grand Prix
RUS,Mercedes,66.0,4.0,SOFT,14.0,4.0,1,78.569,0,0,0.0,1.0,78.37033333333333,77.9898,78.6547,0.5792000000000002,6.0,3,2025,Spanish Grand Prix
SAI,Williams,2.0,17.0,SOFT,2.0,1.0,1,83.851,0,0,64.0,0.030303030303030304,83.851,83.851,83.851,0.0,1.0,0,2025,Spanish Grand Prix
SAI,Williams,3.0,17.0,SOFT,3.0,1.0,1,82.905,0,0,63.0,0.045454545454545456,83.378,83.378,83.378,-0.472999999999999,2.0,0,2025,Spanish Grand Prix
SAI,Williams,4.0,17.0,SOFT,4.0,1.0,1,82.37,0,0,62.0,0.06060606060606061,83.042,83.042,83.042,-0.671999999999997,3.0,0,2025,Spanish Grand Prix
SAI,Williams,5.0,17.0,SOFT,5.0,1.0,1,82.47,0,0,61.0,0.07575757575757576,82.58166666666666,82.899,82.899,-0.42900000000000205,4.0,0,2025,Spanish Grand Prix
SAI,Williams,6.0,16.0,SOFT,6.0,1.0,1,82.836,0,0,60.0,0.09090909090909091,82.55866666666667,82.88640000000001,82.88640000000001,-0.050400000000010436,5.0,0,2025,Spanish Grand Prix
SAI,Williams,7.0,16.0,SOFT,7.0,1.0,1,82.908,0,0,59.0,0.10606060606060606,82.738,82.6978,82.89,0.2102000000000004,6.0,0,2025,Spanish Grand Prix
SAI,Williams,8.0,15.0,SOFT,8.0,1.0,1,83.405,0,1,58.0,0.12121212121212122,83.04966666666667,82.79780000000001,82.96357142857143,0.6071999999999917,7.0,0,2025,Spanish Grand Prix
SAI,Williams,11.0,19.0,SOFT,2.0,2.0,1,81.101,1,0,55.0,0.16666666666666666,82.47133333333333,82.54400000000001,82.73075,-1.443000000000012,1.0,1,2025,Spanish Grand Prix
SAI,Williams,12.0,19.0,SOFT,3.0,2.0,1,81.02,0,0,54.0,0.18181818181818182,81.842,82.25399999999999,82.54066666666667,-1.2339999999999947,2.0,1,2025,Spanish Grand Prix
SAI,Williams,13.0,19.0,SOFT,4.0,2.0,1,81.568,0,0,53.0,0.19696969696969696,81.22966666666666,82.00039999999998,82.4434,-0.432399999999987,3.0,1,2025,Spanish Grand Prix
SAI,Williams,14.0,19.0,SOFT,5.0,2.0,1,81.456,0,0,52.0,0.21212121212121213,81.348,81.71,82.2039,-0.2539999999999907,4.0,1,2025,Spanish Grand Prix
SAI,Williams,15.0,18.0,SOFT,6.0,2.0,1,81.298,0,0,51.0,0.22727272727272727,81.44066666666667,81.2886,82.0432,0.009399999999999409,5.0,1,2025,Spanish Grand Prix
SAI,Williams,16.0,17.0,SOFT,7.0,2.0,1,81.32,0,0,50.0,0.24242424242424243,81.358,81.33239999999999,81.93820000000001,-0.012399999999999523,6.0,1,2025,Spanish Grand Prix
SAI,Williams,17.0,17.0,SOFT,8.0,2.0,1,81.579,0,0,49.0,0.25757575757575757,81.39899999999999,81.4442,81.84909999999999,0.13479999999999848,7.0,1,2025,Spanish Grand Prix
SAI,Williams,18.0,18.0,SOFT,9.0,2.0,1,83.128,0,0,48.0,0.2727272727272727,82.009,81.7562,81.8783,1.3717999999999932,8.0,1,2025,Spanish Grand Prix
SAI,Williams,19.0,18.0,SOFT,10.0,2.0,1,82.008,0,0,47.0,0.2878787878787879,82.23833333333333,81.86659999999999,81.78829999999999,0.1414000000000044,9.0,1,2025,Spanish Grand Prix
SAI,Williams,20.0,17.0,SOFT,11.0,2.0,1,81.894,0,0,46.0,0.30303030303030304,82.34333333333333,81.9858,81.63719999999999,-0.09179999999999211,10.0,1,2025,Spanish Grand Prix
SAI,Williams,21.0,16.0,SOFT,12.0,2.0,1,81.853,0,0,45.0,0.3181818181818182,81.91833333333334,82.0924,81.7124,-0.2394000000000034,11.0,1,2025,Spanish Grand Prix
SAI,Williams,22.0,16.0,SOFT,13.0,2.0,1,81.938,0,0,44.0,0.3333333333333333,81.895,82.16420000000001,81.80420000000001,-0.22620000000000573,12.0,1,2025,Spanish Grand Prix
SAI,Williams,23.0,16.0,SOFT,14.0,2.0,1,81.862,0,0,43.0,0.3484848484848485,81.88433333333333,81.911,81.8336,-0.049000000000006594,13.0,1,2025,Spanish Grand Prix
SAI,Williams,24.0,16.0,SOFT,15.0,2.0,1,81.697,0,0,42.0,0.36363636363636365,81.83233333333334,81.84880000000001,81.8577,-0.1518000000000086,14.0,1,2025,Spanish Grand Prix
SAI,Williams,25.0,15.0,SOFT,16.0,2.0,1,81.867,0,0,41.0,0.3787878787878788,81.80866666666667,81.8434,81.9146,0.02360000000000184,15.0,1,2025,Spanish Grand Prix
SAI,Williams,26.0,14.0,SOFT,17.0,2.0,1,81.915,0,0,40.0,0.3939393939393939,81.82633333333334,81.8558,81.97409999999999,0.05920000000000414,16.0,1,2025,Spanish Grand Prix
SAI,Williams,27.0,14.0,SOFT,18.0,2.0,1,81.686,0,0,39.0,0.4090909090909091,81.82266666666668,81.8054,81.98479999999999,-0.11939999999999884,17.0,1,2025,Spanish Grand Prix
SAI,Williams,28.0,14.0,SOFT,19.0,2.0,1,81.877,0,0,38.0,0.42424242424242425,81.82600000000001,81.8084,81.8597,0.06859999999998934,18.0,1,2025,Spanish Grand Prix
SAI,Williams,29.0,14.0,SOFT,20.0,2.0,1,82.105,0,0,37.0,0.4393939393939394,81.88933333333334,81.89000000000001,81.86940000000001,0.2149999999999892,19.0,1,2025,Spanish Grand Prix
SAI,Williams,30.0,14.0,SOFT,21.0,2.0,1,81.918,0,0,36.0,0.45454545454545453,81.96666666666667,81.9002,81.87180000000001,0.017800000000008254,20.0,1,2025,Spanish Grand Prix
SAI,Williams,31.0,14.0,SOFT,22.0,2.0,1,82.026,0,0,35.0,0.4696969696969697,82.01633333333335,81.92240000000001,81.8891,0.10359999999998593,21.0,1,2025,Spanish Grand Prix
SAI,Williams,32.0,13.0,SOFT,23.0,2.0,1,81.993,0,0,34.0,0.48484848484848486,81.979,81.9838,81.8946,0.00919999999999277,22.0,1,2025,Spanish Grand Prix
SAI,Williams,33.0,13.0,SOFT,24.0,2.0,1,82.29,0,1,33.0,0.5,82.103,82.0664,81.9374,0.22360000000000468,23.0,1,2025,Spanish Grand Prix
SAI,Williams,36.0,18.0,MEDIUM,2.0,3.0,1,81.478,1,0,30.0,0.5454545454545454,81.92033333333335,81.941,81.9155,-0.46300000000000807,1.0,2,2025,Spanish Grand Prix
SAI,Williams,37.0,17.0,MEDIUM,3.0,3.0,1,80.724,0,0,29.0,0.5606060606060606,81.49733333333334,81.7022,81.80120000000001,-0.9782000000000011,2.0,2,2025,Spanish Grand Prix
SAI,Williams,38.0,17.0,MEDIUM,4.0,3.0,1,80.961,0,0,28.0,0.5757575757575758,81.05433333333333,81.48920000000001,81.7058,-0.5282000000000124,3.0,2,2025,Spanish Grand Prix
SAI,Williams,39.0,17.0,MEDIUM,5.0,3.0,1,81.112,0,0,27.0,0.5909090909090909,80.93233333333332,81.313,81.64840000000001,-0.20100000000000762,4.0,2,2025,Spanish Grand Prix
SAI,Williams,40.0,17.0,MEDIUM,6.0,3.0,1,80.557,0,0,26.0,0.6060606060606061,80.87666666666667,80.9664,81.5164,-0.4093999999999909,5.0,2,2025,Spanish Grand Prix
SAI,Williams,41.0,17.0,MEDIUM,7.0,3.0,1,80.485,0,0,25.0,0.6212121212121212,80.718,80.7678,81.3544,-0.2827999999999946,6.0,2,2025,Spanish Grand Prix
SAI,Williams,42.0,17.0,MEDIUM,8.0,3.0,1,80.583,0,0,24.0,0.6363636363636364,80.54166666666667,80.7396,81.2209,-0.1565999999999974,7.0,2,2025,Spanish Grand Prix
SAI,Williams,43.0,17.0,MEDIUM,9.0,3.0,1,81.481,0,0,23.0,0.6515151515151515,80.84966666666666,80.8436,81.1664,0.6373999999999995,8.0,2,2025,Spanish Grand Prix
SAI,Williams,44.0,16.0,MEDIUM,10.0,3.0,1,80.821,0,0,22.0,0.6666666666666666,80.96166666666666,80.78540000000001,81.0492,0.035599999999988086,9.0,2,2025,Spanish Grand Prix
SAI,Williams,45.0,15.0,MEDIUM,11.0,3.0,1,80.673,0,0,21.0,0.6818181818181818,80.99166666666667,80.8086,80.8875,-0.1355999999999966,10.0,2,2025,Spanish Grand Prix
SAI,Williams,46.0,15.0,MEDIUM,12.0,3.0,1,80.588,0,0,20.0,0.696969696969697,80.694,80.82919999999999,80.7985,-0.2411999999999921,11.0,2,2025,Spanish Grand Prix
