LapNumber,TyreLife,Position,LapsRemaining,RaceProgress,AvgPaceLast5,DegradationRate,PitNextLap
36.0,8.0,6.0,21.0,0.631578947368421,98.008,-0.5769999999999982,0
37.0,9.0,6.0,20.0,0.6491228070175439,97.6662,-0.4772000000000105,0
38.0,10.0,6.0,19.0,0.6666666666666666,97.25219999999999,-0.5701999999999856,0
39.0,11.0,6.0,18.0,0.6842105263157895,97.1048,-0.5737999999999914,0
40.0,12.0,6.0,17.0,0.7017543859649122,96.96279999999999,0.01820000000000732,0
41.0,13.0,6.0,16.0,0.7192982456140351,96.85040000000001,0.01859999999999218,0
42.0,14.0,6.0,15.0,0.7368421052631579,96.864,0.3930000000000007,0
43.0,15.0,6.0,14.0,0.7543859649122807,96.9646,0.22039999999999793,0
44.0,16.0,6.0,13.0,0.7719298245614035,97.1048,0.12720000000000198,0
45.0,17.0,6.0,12.0,0.7894736842105263,97.18020000000001,0.17779999999999063,0
46.0,18.0,6.0,11.0,0.8070175438596491,97.2518,-0.024799999999999045,0
47.0,19.0,6.0,10.0,0.8245614035087719,97.30019999999999,0.19880000000000564,0
48.0,20.0,6.0,9.0,0.8421052631578947,97.3966,0.2703999999999951,0
49.0,21.0,6.0,8.0,0.8596491228070176,97.5026,0.2593999999999994,0
50.0,22.0,6.0,7.0,0.8771929824561403,97.6106,0.287399999999991,0
51.0,23.0,6.0,6.0,0.8947368421052632,97.7466,0.16039999999999566,0
