LapNumber,TyreLife,Position,LapsRemaining,RaceProgress,AvgPaceLast5,DegradationRate,PitNextLap
52.0,24.0,6.0,5.0,0.9122807017543859,97.8922,0.3348000000000013,0
53.0,25.0,6.0,4.0,0.9298245614035088,98.03659999999999,0.35240000000000293,0
54.0,26.0,6.0,3.0,0.9473684210526315,98.18339999999999,0.3126000000000033,0
55.0,27.0,6.0,2.0,0.9649122807017544,98.3264,0.28659999999999286,0
56.0,28.0,6.0,1.0,0.9824561403508771,98.38579999999999,-0.18179999999999552,0
57.0,29.0,7.0,0.0,1.0,98.7296,1.216399999999993,0
3.0,3.0,16.0,54.0,0.05263157894736842,99.767,0.0,0
4.0,4.0,16.0,53.0,0.07017543859649122,99.699,-0.06799999999999784,0
5.0,5.0,16.0,52.0,0.08771929824561403,99.68900000000001,-0.020000000000010232,1
9.0,3.0,19.0,48.0,0.15789473684210525,99.40225,-0.8602499999999935,0
10.0,4.0,19.0,47.0,0.17543859649122806,99.4076,0.021399999999999864,0
12.0,6.0,18.0,45.0,0.21052631578947367,99.1942,-0.4941999999999922,0
13.0,7.0,17.0,44.0,0.22807017543859648,99.0378,-0.18880000000000052,0
14.0,8.0,17.0,43.0,0.24561403508771928,99.11,0.9200000000000017,0
15.0,9.0,14.0,42.0,0.2631578947368421,99.1802,-0.28719999999999857,0
16.0,10.0,14.0,41.0,0.2807017543859649,99.128,0.04000000000000625,0
17.0,11.0,12.0,40.0,0.2982456140350877,99.1378,-0.38880000000000337,0
18.0,12.0,13.0,39.0,0.3157894736842105,99.3716,0.6463999999999999,0
19.0,13.0,13.0,38.0,0.3333333333333333,99.14439999999999,-0.25039999999998486,0
20.0,14.0,13.0,37.0,0.3508771929824561,99.1404,-0.267399999999995,0
21.0,15.0,14.0,36.0,0.3684210526315789,99.4596,1.3044000000000011,0
22.0,16.0,14.0,35.0,0.38596491228070173,99.59819999999999,-0.15619999999999834,0
23.0,17.0,15.0,34.0,0.40350877192982454,99.66760000000001,0.6973999999999876,0
24.0,18.0,15.0,33.0,0.42105263157894735,99.7932,-0.2711999999999932,0
25.0,19.0,15.0,32.0,0.43859649122807015,99.9776,-0.18259999999999366,0
26.0,20.0,15.0,31.0,0.45614035087719296,99.7424,-0.15440000000000964,0
27.0,21.0,14.0,30.0,0.47368421052631576,99.747,-0.2819999999999965,1
30.0,2.0,19.0,27.0,0.5263157894736842,99.0644,-2.112400000000008,0
31.0,3.0,19.0,26.0,0.543859649122807,98.5916,-1.4335999999999984,0
36.0,8.0,17.0,21.0,0.631578947368421,98.6962,1.6217999999999932,0
37.0,9.0,17.0,20.0,0.6491228070175439,98.47200000000001,-0.005000000000009663,0
38.0,10.0,17.0,19.0,0.6666666666666666,98.1452,-0.3141999999999996,0
39.0,11.0,17.0,18.0,0.6842105263157895,98.4206,-0.09159999999999968,0
40.0,12.0,17.0,17.0,0.7017543859649122,98.6574,-0.3153999999999968,0
41.0,13.0,17.0,16.0,0.7192982456140351,98.33099999999999,0.3550000000000182,0
42.0,14.0,17.0,15.0,0.7368421052631579,98.3498,0.21120000000000516,0
43.0,15.0,17.0,14.0,0.7543859649122807,98.59819999999999,0.4748000000000019,0
44.0,16.0,16.0,13.0,0.7719298245614035,98.47720000000001,-0.7532000000000068,0
45.0,17.0,16.0,12.0,0.7894736842105263,98.4126,-0.3935999999999922,0
46.0,18.0,16.0,11.0,0.8070175438596491,98.23400000000001,-0.4410000000000025,0
47.0,19.0,16.0,10.0,0.8245614035087719,98.07419999999999,-0.31219999999999004,0
48.0,20.0,16.0,9.0,0.8421052631578947,97.8638,0.15720000000000312,0
49.0,21.0,16.0,8.0,0.8596491228070176,97.91600000000001,0.0689999999999884,0
50.0,22.0,16.0,7.0,0.8771929824561403,97.9406,0.20139999999999247,0
51.0,23.0,16.0,6.0,0.8947368421052632,98.0352,0.23080000000000211,0
52.0,24.0,16.0,5.0,0.9122807017543859,98.1238,0.0811999999999955,0
53.0,25.0,16.0,4.0,0.9298245614035088,98.21860000000001,0.2763999999999953,0
54.0,26.0,16.0,3.0,0.9473684210526315,98.4222,0.5807999999999964,0
55.0,27.0,16.0,2.0,0.9649122807017544,98.4532,-0.15619999999999834,0
56.0,28.0,16.0,1.0,0.9824561403508771,98.55680000000001,0.2271999999999963,0
57.0,29.0,16.0,0.0,1.0,98.615,-0.11899999999999977,0
2.0,2.0,9.0,55.0,0.03508771929824561,98.566,0.0,0
3.0,3.0,9.0,54.0,0.05263157894736842,98.4925,-0.07350000000000989,0
4.0,4.0,9.0,53.0,0.07017543859649122,98.54633333333334,0.1076666666666597,0
5.0,5.0,9.0,52.0,0.08771929824561403,98.776,0.6890000000000072,0
6.0,6.0,9.0,51.0,0.10526315789473684,98.8416,0.2623999999999995,0
7.0,7.0,9.0,50.0,0.12280701754385964,98.98419999999999,0.2948000000000093,0
8.0,8.0,9.0,49.0,0.14035087719298245,99.249,0.4939999999999998,0
9.0,9.0,8.0,48.0,0.15789473684210525,99.70719999999999,1.2378000000000071,0
10.0,10.0,8.0,47.0,0.17543859649122806,99.6736,-0.37659999999999627,0
11.0,11.0,5.0,46.0,0.19298245614035087,99.682,-0.5360000000000014,0
12.0,12.0,5.0,45.0,0.21052631578947367,99.60319999999999,-0.7181999999999817,0
13.0,13.0,4.0,44.0,0.22807017543859648,99.43520000000001,-0.5322000000000031,0
14.0,14.0,3.0,43.0,0.24561403508771928,99.07159999999999,0.05540000000000589,0
15.0,15.0,2.0,42.0,0.2631578947368421,99.06739999999999,0.20860000000000412,0
16.0,16.0,2.0,41.0,0.2807017543859649,99.1354,0.3506,1
19.0,2.0,10.0,38.0,0.3333333333333333,98.718,-1.9200000000000017,0
20.0,3.0,10.0,37.0,0.3508771929824561,98.40259999999999,-1.0765999999999991,0
21.0,4.0,10.0,36.0,0.3684210526315789,98.2632,0.16680000000000916,0
22.0,5.0,8.0,35.0,0.38596491228070173,98.01,0.0,0
23.0,6.0,8.0,34.0,0.40350877192982454,97.6976,0.22640000000001237,0
24.0,7.0,8.0,33.0,0.42105263157894735,98.0432,0.48279999999999745,0
25.0,8.0,7.0,32.0,0.43859649122807015,98.1106,-0.44760000000000844,0
26.0,9.0,6.0,31.0,0.45614035087719296,97.9016,-0.5165999999999968,0
27.0,10.0,6.0,30.0,0.47368421052631576,97.8386,-0.1436000000000064,0
28.0,11.0,5.0,29.0,0.49122807017543857,97.7886,-0.11459999999999582,0
29.0,12.0,5.0,28.0,0.5087719298245614,97.54100000000001,-0.2530000000000143,0
30.0,13.0,5.0,27.0,0.5263157894736842,97.51180000000001,0.005199999999987881,0
31.0,14.0,5.0,26.0,0.543859649122807,97.55439999999999,0.043600000000012074,1
36.0,4.0,5.0,21.0,0.631578947368421,97.51820000000001,-0.004200000000011528,0
37.0,5.0,4.0,20.0,0.6491228070175439,97.2304,-0.9954000000000036,0
38.0,6.0,5.0,19.0,0.6666666666666666,97.21239999999999,-0.014399999999994861,0
39.0,7.0,5.0,18.0,0.6842105263157895,96.97299999999998,-0.6529999999999916,0
40.0,8.0,5.0,17.0,0.7017543859649122,96.78519999999999,-0.126199999999983,0
41.0,9.0,5.0,16.0,0.7192982456140351,96.652,0.19599999999999795,0
43.0,11.0,5.0,14.0,0.7543859649122807,96.7562,-0.0002000000000066393,0
44.0,12.0,5.0,13.0,0.7719298245614035,96.7168,0.28419999999999845,0
45.0,13.0,5.0,12.0,0.7894736842105263,96.8596,0.17440000000000566,0
46.0,14.0,5.0,11.0,0.8070175438596491,96.93280000000001,0.09219999999999118,0
47.0,15.0,5.0,10.0,0.8245614035087719,96.93960000000001,-0.05760000000000787,0
48.0,16.0,5.0,9.0,0.8421052631578947,96.9918,0.025199999999998113,0
49.0,17.0,5.0,8.0,0.8596491228070176,97.1182,0.5147999999999939,0
50.0,18.0,5.0,7.0,0.8771929824561403,97.2266,0.3493999999999886,0
51.0,19.0,5.0,6.0,0.8947368421052632,97.44399999999999,0.6680000000000064,0
52.0,20.0,5.0,5.0,0.9122807017543859,97.61699999999999,0.13000000000000966,0
53.0,21.0,5.0,4.0,0.9298245614035088,97.846,0.3160000000000025,0
54.0,22.0,5.0,3.0,0.9473684210526315,97.925,0.10300000000000864,0
55.0,23.0,5.0,2.0,0.9649122807017544,98.015,0.01099999999999568,0
56.0,24.0,5.0,1.0,0.9824561403508771,98.00500000000001,0.05699999999998795,0
57.0,25.0,5.0,0.0,1.0,98.14320000000001,0.29479999999999507,0
2.0,2.0,20.0,55.0,0.03508771929824561,100.634,0.0,0
3.0,3.0,20.0,54.0,0.05263157894736842,100.32650000000001,-0.30750000000000455,0
4.0,4.0,20.0,53.0,0.07017543859649122,100.16066666666666,-0.33166666666666345,1
7.0,2.0,19.0,50.0,0.12280701754385964,99.608,-1.6580000000000013,0
8.0,3.0,20.0,49.0,0.14035087719298245,99.5686,-0.15760000000000218,0
9.0,4.0,20.0,48.0,0.15789473684210525,99.2912,-0.04420000000000357,0
10.0,5.0,20.0,47.0,0.17543859649122806,99.13919999999999,0.11980000000001212,0
11.0,6.0,20.0,46.0,0.19298245614035087,99.02459999999999,0.23140000000000782,0
12.0,7.0,20.0,45.0,0.21052631578947367,99.2646,-0.11459999999999582,0
13.0,8.0,19.0,44.0,0.22807017543859648,99.1898,-0.15279999999999916,0
14.0,9.0,18.0,43.0,0.24561403508771928,99.23479999999999,0.2372000000000014,0
15.0,10.0,15.0,42.0,0.2631578947368421,99.2608,0.12819999999999254,0
16.0,11.0,16.0,41.0,0.2807017543859649,99.3986,0.5463999999999913,0
17.0,12.0,15.0,40.0,0.2982456140350877,99.5452,0.33780000000000143,0
18.0,13.0,15.0,39.0,0.3157894736842105,99.59219999999999,-0.3201999999999856,0
19.0,14.0,15.0,38.0,0.3333333333333333,99.5782,-0.17619999999999436,0
20.0,15.0,16.0,37.0,0.3508771929824561,99.6548,0.11720000000001107,0
21.0,16.0,16.0,36.0,0.3684210526315789,99.57079999999999,-0.04579999999998563,0
22.0,17.0,16.0,35.0,0.38596491228070173,99.4722,-0.08220000000000027,0
23.0,18.0,16.0,34.0,0.40350877192982454,99.51020000000001,-0.04820000000000846,0
24.0,19.0,16.0,33.0,0.42105263157894735,99.53399999999999,-0.012999999999991019,0
25.0,20.0,16.0,32.0,0.43859649122807015,99.4996,0.10039999999999338,0
26.0,21.0,17.0,31.0,0.45614035087719296,99.6988,0.8221999999999952,1
29.0,2.0,20.0,28.0,0.5087719298245614,99.37140000000001,-1.6184000000000083,0
30.0,3.0,20.0,27.0,0.5263157894736842,98.94659999999999,-1.6085999999999956,0
31.0,4.0,20.0,26.0,0.543859649122807,98.59400000000001,-0.8360000000000127,0
37.0,10.0,15.0,20.0,0.6491228070175439,98.304,-0.15399999999999636,0
38.0,11.0,15.0,19.0,0.6666666666666666,97.7818,0.12819999999999254,0
39.0,12.0,15.0,18.0,0.6842105263157895,97.88640000000001,0.3895999999999873,0
40.0,13.0,15.0,17.0,0.7017543859649122,98.1512,0.5108000000000033,0
41.0,14.0,16.0,16.0,0.7192982456140351,98.42339999999999,0.6956000000000131,0
42.0,15.0,16.0,15.0,0.7368421052631579,98.529,0.1490000000000009,0
43.0,16.0,15.0,14.0,0.7543859649122807,98.43879999999999,-0.9797999999999831,0
44.0,17.0,15.0,13.0,0.7719298245614035,98.35140000000001,-0.5124000000000137,0
45.0,18.0,15.0,12.0,0.7894736842105263,98.2038,-0.2797999999999945,0
46.0,19.0,15.0,11.0,0.8070175438596491,97.902,-0.2920000000000016,0
47.0,20.0,15.0,10.0,0.8245614035087719,97.75139999999999,0.17360000000000753,0
48.0,21.0,15.0,9.0,0.8421052631578947,97.8896,0.2604000000000042,0
49.0,22.0,15.0,8.0,0.8596491228070176,97.92460000000001,0.08939999999998349,0
50.0,23.0,15.0,7.0,0.8771929824561403,97.917,-0.03100000000000591,0
51.0,24.0,15.0,6.0,0.8947368421052632,97.9934,-0.0013999999999896318,0
52.0,25.0,15.0,5.0,0.9122807017543859,98.0134,0.011600000000001387,0
53.0,26.0,15.0,4.0,0.9298245614035088,98.03540000000001,0.22459999999999525,0
54.0,27.0,15.0,3.0,0.9473684210526315,98.1322,0.36580000000000723,0
55.0,28.0,15.0,2.0,0.9649122807017544,98.23980000000002,0.18419999999998993,0
56.0,29.0,15.0,1.0,0.9824561403508771,98.441,0.5570000000000022,0
57.0,30.0,15.0,0.0,1.0,98.60060000000001,0.22239999999997906,0
2.0,2.0,17.0,55.0,0.03508771929824561,100.13,0.0,0
3.0,3.0,17.0,54.0,0.05263157894736842,99.9095,-0.22050000000000125,0
4.0,4.0,17.0,53.0,0.07017543859649122,99.82,-0.17899999999998784,0
5.0,5.0,17.0,52.0,0.08771929824561403,99.8545,0.10349999999999682,0
6.0,6.0,16.0,51.0,0.10526315789473684,99.82480000000001,-0.11880000000000734,0
7.0,7.0,16.0,50.0,0.12280701754385964,99.7206,-0.11160000000000991,0
8.0,8.0,16.0,49.0,0.14035087719298245,99.7802,0.2068000000000012,0
9.0,9.0,15.0,48.0,0.15789473684210525,99.8656,0.20239999999999725,0
10.0,10.0,14.0,47.0,0.17543859649122806,99.93379999999999,0.36520000000001573,0
11.0,11.0,11.0,46.0,0.19298245614035087,100.0454,0.21859999999999502,0
12.0,12.0,10.0,45.0,0.21052631578947367,100.1532,-0.005200000000002092,0
13.0,13.0,9.0,44.0,0.22807017543859648,100.1494,-0.18139999999999645,1
16.0,2.0,19.0,41.0,0.2807017543859649,99.70779999999999,-1.8477999999999923,0
17.0,3.0,18.0,40.0,0.2982456140350877,99.2868,-1.0927999999999969,0
19.0,5.0,19.0,38.0,0.3333333333333333,99.02239999999999,-0.08039999999999736,0
20.0,6.0,19.0,37.0,0.3508771929824561,98.76180000000001,0.08319999999999084,0
21.0,7.0,19.0,36.0,0.3684210526315789,98.5688,0.43420000000000414,0
22.0,8.0,19.0,35.0,0.38596491228070173,98.8094,0.2536000000000058,0
23.0,9.0,19.0,34.0,0.40350877192982454,99.0084,0.18059999999999832,0
24.0,10.0,19.0,33.0,0.42105263157894735,99.027,0.007999999999995566,0
25.0,11.0,19.0,32.0,0.43859649122807015,99.0872,0.05880000000000507,0
26.0,12.0,19.0,31.0,0.45614035087719296,99.1508,0.17019999999999413,0
27.0,13.0,18.0,30.0,0.47368421052631576,99.2014,0.11459999999999582,0
28.0,14.0,18.0,29.0,0.49122807017543857,99.5172,1.2507999999999981,0
29.0,15.0,16.0,28.0,0.5087719298245614,99.5896,-0.19259999999999877,0
30.0,16.0,17.0,27.0,0.5263157894736842,99.7488,0.19319999999999027,0
31.0,17.0,17.0,26.0,0.543859649122807,99.70719999999999,-0.5941999999999865,1
36.0,4.0,16.0,21.0,0.631578947368421,99.6464,-0.6343999999999994,0
37.0,5.0,16.0,20.0,0.6491228070175439,99.1644,-0.8063999999999965,0
38.0,6.0,16.0,19.0,0.6666666666666666,98.8504,-1.0233999999999952,0
39.0,7.0,16.0,18.0,0.6842105263157895,98.544,-0.13400000000000034,0
40.0,8.0,16.0,17.0,0.7017543859649122,98.393,-0.03499999999999659,0
41.0,9.0,15.0,16.0,0.7192982456140351,98.12859999999999,-0.4385999999999939,0
42.0,10.0,14.0,15.0,0.7368421052631579,97.9708,-0.4017999999999944,0
43.0,11.0,14.0,14.0,0.7543859649122807,97.90140000000001,-0.42140000000000555,0
44.0,12.0,14.0,13.0,0.7719298245614035,97.69539999999999,-0.3153999999999968,0
45.0,13.0,14.0,12.0,0.7894736842105263,97.53099999999999,0.005000000000009663,0
46.0,14.0,14.0,11.0,0.8070175438596491,97.5384,0.1886000000000081,0
47.0,15.0,14.0,10.0,0.8245614035087719,97.6114,0.3225999999999942,0
48.0,16.0,14.0,9.0,0.8421052631578947,97.6944,0.20059999999999434,0
49.0,17.0,14.0,8.0,0.8596491228070176,97.77779999999998,0.019200000000012096,0
50.0,18.0,13.0,7.0,0.8771929824561403,97.817,-0.08499999999999375,0
51.0,19.0,13.0,6.0,0.8947368421052632,97.86699999999999,0.11000000000001364,0
52.0,20.0,13.0,5.0,0.9122807017543859,97.827,-0.09300000000000352,0
53.0,21.0,13.0,4.0,0.9298245614035088,97.87780000000001,0.2711999999999932,0
54.0,22.0,13.0,3.0,0.9473684210526315,97.99960000000002,0.40639999999999077,0
55.0,23.0,13.0,2.0,0.9649122807017544,98.0818,0.06119999999999948,0
56.0,24.0,13.0,1.0,0.9824561403508771,98.1654,0.2295999999999907,0
57.0,25.0,13.0,0.0,1.0,98.553,1.1189999999999998,0
2.0,2.0,4.0,55.0,0.03508771929824561,98.048,0.0,0
3.0,3.0,4.0,54.0,0.05263157894736842,98.2555,0.20749999999999602,0
4.0,4.0,4.0,53.0,0.07017543859649122,98.26133333333333,0.011666666666670267,0
5.0,5.0,4.0,52.0,0.08771929824561403,98.30275,0.12425000000000352,0
6.0,6.0,4.0,51.0,0.10526315789473684,98.399,0.3850000000000051,0
7.0,7.0,4.0,50.0,0.12280701754385964,98.5254,0.15460000000000207,0
8.0,8.0,4.0,49.0,0.14035087719298245,98.65939999999999,0.4736000000000047,0
9.0,9.0,4.0,48.0,0.15789473684210525,98.8376,0.3264000000000067,0
10.0,10.0,3.0,47.0,0.17543859649122806,98.9284,-0.04739999999999611,0
11.0,11.0,3.0,46.0,0.19298245614035087,99.0086,0.176400000000001,0
12.0,12.0,3.0,45.0,0.21052631578947367,99.0672,-0.09420000000000073,0
13.0,13.0,2.0,44.0,0.22807017543859648,98.9848,-0.26380000000000337,0
14.0,14.0,2.0,43.0,0.24561403508771928,98.926,-0.055999999999997385,0
15.0,15.0,1.0,42.0,0.2631578947368421,98.921,-0.06500000000001194,0
16.0,16.0,1.0,41.0,0.2807017543859649,98.8962,0.16480000000001382,1
19.0,2.0,4.0,38.0,0.3333333333333333,98.4768,-1.6007999999999925,0
20.0,3.0,4.0,37.0,0.3508771929824561,98.1738,-0.9677999999999969,0
21.0,4.0,4.0,36.0,0.3684210526315789,97.8784,-0.4853999999999985,0
22.0,5.0,4.0,35.0,0.38596491228070173,97.5798,-0.21680000000000632,0
23.0,6.0,4.0,34.0,0.40350877192982454,97.30080000000001,0.3651999999999873,0
24.0,7.0,4.0,33.0,0.42105263157894735,97.5282,0.484800000000007,0
25.0,8.0,3.0,32.0,0.43859649122807015,97.57739999999998,-0.12539999999998486,0
26.0,9.0,3.0,31.0,0.45614035087719296,97.59400000000001,-0.11800000000000921,0
27.0,10.0,3.0,30.0,0.47368421052631576,97.71079999999999,0.23620000000001085,0
28.0,11.0,3.0,29.0,0.49122807017543857,97.7986,0.30640000000001066,0
29.0,12.0,3.0,28.0,0.5087719298245614,97.7522,0.028800000000003934,0
30.0,13.0,3.0,27.0,0.5263157894736842,97.7856,-0.16660000000000252,0
31.0,14.0,3.0,26.0,0.543859649122807,97.9,0.14799999999999613,1
36.0,4.0,3.0,21.0,0.631578947368421,97.537,-1.4050000000000011,0
37.0,5.0,3.0,20.0,0.6491228070175439,97.1808,-0.8568000000000069,0
39.0,7.0,3.0,18.0,0.6842105263157895,96.86420000000001,-0.6662000000000177,0
40.0,8.0,3.0,17.0,0.7017543859649122,96.59639999999999,-0.31639999999998736,0
41.0,9.0,3.0,16.0,0.7192982456140351,96.2854,0.20759999999999934,0
42.0,10.0,3.0,15.0,0.7368421052631579,96.3198,-0.015799999999998704,0
43.0,11.0,3.0,14.0,0.7543859649122807,96.35619999999999,0.14980000000001326,0
44.0,12.0,3.0,13.0,0.7719298245614035,96.426,0.12099999999999511,0
45.0,13.0,3.0,12.0,0.7894736842105263,96.51,0.18999999999999773,0
46.0,14.0,3.0,11.0,0.8070175438596491,96.59020000000001,0.3037999999999954,0
47.0,15.0,3.0,10.0,0.8245614035087719,96.6842,0.08979999999999677,0
48.0,16.0,3.0,9.0,0.8421052631578947,96.77380000000001,0.18019999999998504,0
49.0,17.0,3.0,8.0,0.8596491228070176,96.99600000000001,0.6619999999999919,0
50.0,18.0,3.0,7.0,0.8771929824561403,97.0472,-0.09120000000000061,0
51.0,19.0,3.0,6.0,0.8947368421052632,97.1242,0.1547999999999945,0
52.0,20.0,4.0,5.0,0.9122807017543859,97.454,0.9690000000000083,0
53.0,21.0,4.0,4.0,0.9298245614035088,97.5798,0.003199999999992542,0
54.0,22.0,4.0,3.0,0.9473684210526315,97.607,0.1869999999999976,0
55.0,23.0,4.0,2.0,0.9649122807017544,97.733,-0.14700000000000557,0
56.0,24.0,4.0,1.0,0.9824561403508771,97.8104,-0.14440000000000452,0
57.0,25.0,4.0,0.0,1.0,97.7804,0.49259999999999593,0
2.0,5.0,3.0,55.0,0.03508771929824561,97.91,0.0,0
3.0,6.0,3.0,54.0,0.05263157894736842,98.1635,0.2535000000000025,0
4.0,7.0,3.0,53.0,0.07017543859649122,98.18733333333334,0.04766666666665742,0
5.0,8.0,3.0,52.0,0.08771929824561403,98.2915,0.3125,0
6.0,9.0,3.0,51.0,0.10526315789473684,98.3472,0.22279999999999234,0
7.0,10.0,3.0,50.0,0.12280701754385964,98.45880000000001,0.00919999999999277,0
8.0,11.0,3.0,49.0,0.14035087719298245,98.5694,0.4005999999999972,0
9.0,12.0,3.0,48.0,0.15789473684210525,98.7432,0.36079999999999757,1
12.0,2.0,11.0,45.0,0.21052631578947367,98.5958,-0.7287999999999926,0
13.0,3.0,10.0,44.0,0.22807017543859648,98.3724,-0.919399999999996,0
14.0,4.0,9.0,43.0,0.24561403508771928,98.43339999999999,0.33960000000000434,0
15.0,5.0,6.0,42.0,0.2631578947368421,98.1888,-0.44180000000000064,0
16.0,6.0,5.0,41.0,0.2807017543859649,98.0468,0.34720000000000084,0
17.0,7.0,5.0,40.0,0.2982456140350877,97.9868,-0.4198000000000093,0
18.0,8.0,3.0,39.0,0.3157894736842105,98.0302,-0.36019999999999186,0
19.0,9.0,3.0,38.0,0.3333333333333333,97.8066,-0.15160000000000196,0
20.0,10.0,3.0,37.0,0.3508771929824561,97.8424,0.08360000000000412,0
21.0,11.0,3.0,36.0,0.3684210526315789,97.7602,0.22280000000000655,0
22.0,12.0,3.0,35.0,0.38596491228070173,97.80420000000001,-0.017200000000002547,0
23.0,13.0,3.0,34.0,0.40350877192982454,97.897,0.23699999999999477,0
24.0,14.0,3.0,33.0,0.42105263157894735,97.9626,0.0204000000000093,0
25.0,15.0,4.0,32.0,0.43859649122807015,98.2354,1.0546000000000078,0
26.0,16.0,4.0,31.0,0.45614035087719296,98.2818,-0.06680000000000064,0
27.0,17.0,4.0,30.0,0.47368421052631576,98.3184,-0.34839999999999804,0
28.0,18.0,4.0,29.0,0.49122807017543857,98.28139999999999,-0.3323999999999927,0
29.0,19.0,4.0,28.0,0.5087719298245614,98.3108,-0.18080000000000496,0
30.0,20.0,4.0,27.0,0.5263157894736842,98.0,-0.2639999999999958,0
31.0,21.0,4.0,26.0,0.543859649122807,97.94239999999999,-0.015399999999985425,1
37.0,5.0,5.0,20.0,0.6491228070175439,97.9418,0.025199999999998113,0
38.0,6.0,4.0,19.0,0.6666666666666666,97.4976,-1.7696000000000112,0
39.0,7.0,4.0,18.0,0.6842105263157895,97.1234,-0.8644000000000034,0
40.0,8.0,4.0,17.0,0.7017543859649122,96.8004,-0.6794000000000011,0
41.0,9.0,4.0,16.0,0.7192982456140351,96.4668,-0.20780000000000598,0
42.0,10.0,4.0,15.0,0.7368421052631579,96.102,0.04099999999999682,0
43.0,11.0,4.0,14.0,0.7543859649122807,96.1648,-0.12279999999999802,0
44.0,12.0,4.0,13.0,0.7719298245614035,96.2034,0.24859999999999616,0
45.0,13.0,4.0,12.0,0.7894736842105263,96.298,0.29599999999999227,0
46.0,14.0,4.0,11.0,0.8070175438596491,96.57639999999999,1.0746000000000038,0
47.0,15.0,4.0,10.0,0.8245614035087719,96.6108,-0.29579999999999984,0
48.0,16.0,4.0,9.0,0.8421052631578947,96.7182,-0.13920000000000243,0
50.0,18.0,4.0,7.0,0.8771929824561403,96.835,0.20100000000000762,0
51.0,19.0,4.0,6.0,0.8947368421052632,96.9328,0.1501999999999981,0
52.0,20.0,3.0,5.0,0.9122807017543859,96.66760000000001,-0.34260000000000446,0
53.0,21.0,3.0,4.0,0.9298245614035088,96.752,-0.015000000000000568,0
54.0,22.0,3.0,3.0,0.9473684210526315,96.8616,0.26539999999999964,0
55.0,23.0,3.0,2.0,0.9649122807017544,96.92240000000001,0.4175999999999931,0
56.0,24.0,3.0,1.0,0.9824561403508771,97.0512,0.6758000000000095,0
57.0,25.0,3.0,0.0,1.0,97.412,0.7169999999999987,0
2.0,2.0,12.0,55.0,0.03508771929824561,98.883,0.0,0
3.0,3.0,12.0,54.0,0.05263157894736842,98.80449999999999,-0.07849999999999113,0
4.0,4.0,12.0,53.0,0.07017543859649122,98.79166666666667,-0.02566666666666606,0
5.0,5.0,12.0,52.0,0.08771929824561403,98.90375,0.3362499999999926,0
6.0,6.0,12.0,51.0,0.10526315789473684,99.0124,0.4346000000000032,0
7.0,7.0,12.0,50.0,0.12280701754385964,99.1174,0.29059999999999775,1
10.0,2.0,17.0,47.0,0.17543859649122806,98.8828,-1.3298000000000059,0
11.0,3.0,16.0,46.0,0.19298245614035087,98.764,-0.5919999999999987,0
12.0,4.0,15.0,45.0,0.21052631578947367,98.4794,-0.6624000000000052,0
13.0,5.0,12.0,44.0,0.22807017543859648,98.275,0.14999999999999147,0
14.0,6.0,11.0,43.0,0.24561403508771928,97.99139999999998,-0.0013999999999896318,0
15.0,7.0,9.0,42.0,0.2631578947368421,98.1286,0.1103999999999985,0
16.0,8.0,8.0,41.0,0.2807017543859649,98.3518,0.9361999999999995,0
17.0,9.0,7.0,40.0,0.2982456140350877,98.4434,-0.16839999999999122,0
18.0,10.0,6.0,39.0,0.3157894736842105,98.4514,0.013599999999996726,0
19.0,11.0,6.0,38.0,0.3333333333333333,98.5334,-0.13339999999999463,0
20.0,12.0,6.0,37.0,0.3508771929824561,98.60940000000001,0.009599999999991837,0
21.0,13.0,6.0,36.0,0.3684210526315789,98.50919999999999,0.27780000000001337,0
22.0,14.0,6.0,35.0,0.38596491228070173,98.5806,0.051400000000001,0
23.0,15.0,6.0,34.0,0.40350877192982454,98.6712,0.24680000000000746,0
24.0,16.0,6.0,33.0,0.42105263157894735,98.7592,0.08079999999999643,0
25.0,17.0,6.0,32.0,0.43859649122807015,98.9164,0.48860000000000525,0
26.0,18.0,7.0,31.0,0.45614035087719296,99.1354,0.7466000000000008,1
29.0,2.0,12.0,28.0,0.5087719298245614,98.8412,-1.6801999999999992,0
30.0,3.0,12.0,27.0,0.5263157894736842,98.47720000000001,-1.3792000000000115,0
31.0,4.0,11.0,26.0,0.543859649122807,98.21520000000001,-0.6852000000000089,0
36.0,9.0,7.0,21.0,0.631578947368421,97.9766,0.2353999999999985,0
37.0,10.0,7.0,20.0,0.6491228070175439,97.4804,-0.0794000000000068,0
38.0,11.0,8.0,19.0,0.6666666666666666,97.6644,0.4166000000000025,0
39.0,12.0,8.0,18.0,0.6842105263157895,97.753,-0.2120000000000033,0
40.0,13.0,8.0,17.0,0.7017543859649122,97.74300000000001,-0.26300000000000523,0
41.0,14.0,8.0,16.0,0.7192982456140351,97.59,-0.14300000000000068,0
42.0,15.0,8.0,15.0,0.7368421052631579,97.65299999999999,0.06300000000000239,0
43.0,16.0,8.0,14.0,0.7543859649122807,97.5774,0.1256000000000057,0
44.0,17.0,8.0,13.0,0.7719298245614035,97.6602,0.29479999999999507,0
45.0,18.0,8.0,12.0,0.7894736842105263,97.692,-0.05299999999999727,0
46.0,19.0,8.0,11.0,0.8070175438596491,97.7346,-0.07460000000000377,0
47.0,20.0,8.0,10.0,0.8245614035087719,97.7598,0.08220000000000027,0
48.0,21.0,8.0,9.0,0.8421052631578947,97.794,0.0799999999999983,0
